Date,Country/Region,Cluster,Sum_Confirmed,Sum_Recovered,"Sum_Deaths "
2020-03-22,"Côte d'Ivoire",3,14,1,0
2020-03-23,"Côte d'Ivoire",3,25,1,0
2020-03-24,"Côte d'Ivoire",3,73,2,0
2020-03-25,"Côte d'Ivoire",3,80,3,0
2020-03-26,"Côte d'Ivoire",3,96,3,0
2020-03-27,"Côte d'Ivoire",3,101,3,0
2020-03-28,"Côte d'Ivoire",3,101,3,0
2020-03-29,"Côte d'Ivoire",3,165,4,1
2020-03-30,"Côte d'Ivoire",3,168,6,1
2020-03-31,"Côte d'Ivoire",3,179,7,1
2020-04-01,"Côte d'Ivoire",3,190,9,1
2020-04-02,"Côte d'Ivoire",3,194,15,1
2020-04-03,"Côte d'Ivoire",3,218,19,1
2020-01-22,Denmark,6,0,0,0
2020-01-23,Denmark,6,0,0,0
2020-01-24,Denmark,6,0,0,0
2020-01-25,Denmark,6,0,0,0
2020-01-26,Denmark,6,0,0,0
2020-01-27,Denmark,6,0,0,0
2020-01-28,Denmark,6,0,0,0
2020-01-29,Denmark,6,0,0,0
2020-01-30,Denmark,6,0,0,0
2020-01-31,Denmark,6,0,0,0
2020-02-01,Denmark,6,0,0,0
2020-02-02,Denmark,6,0,0,0
2020-02-03,Denmark,6,0,0,0
2020-02-04,Denmark,6,0,0,0
2020-02-05,Denmark,6,0,0,0
2020-02-06,Denmark,6,0,0,0
2020-02-07,Denmark,6,0,0,0
2020-02-08,Denmark,6,0,0,0
2020-02-09,Denmark,6,0,0,0
2020-02-10,Denmark,6,0,0,0
2020-02-11,Denmark,6,0,0,0
2020-02-12,Denmark,6,0,0,0
2020-02-13,Denmark,6,0,0,0
2020-02-14,Denmark,6,0,0,0
2020-02-15,Denmark,6,0,0,0
2020-02-16,Denmark,6,0,0,0
2020-02-17,Denmark,6,0,0,0
2020-02-18,Denmark,6,0,0,0
2020-02-19,Denmark,6,0,0,0
2020-02-20,Denmark,6,0,0,0
2020-02-21,Denmark,6,0,0,0
2020-02-22,Denmark,6,0,0,0
2020-02-23,Denmark,6,0,0,0
2020-02-24,Denmark,6,0,0,0
2020-02-25,Denmark,6,0,0,0
2020-02-26,Denmark,6,0,0,0
2020-02-27,Denmark,6,1,0,0
2020-02-28,Denmark,6,1,0,0
2020-02-29,Denmark,6,3,0,0
2020-03-01,Denmark,6,4,0,0
2020-03-02,Denmark,6,4,0,0
2020-03-03,Denmark,6,6,0,0
2020-03-04,Denmark,6,11,0,0
2020-03-05,Denmark,6,11,0,0
2020-03-06,Denmark,6,24,1,0
2020-03-07,Denmark,6,24,1,0
2020-03-08,Denmark,6,37,1,0
2020-03-09,Denmark,6,92,1,0
2020-03-10,Denmark,6,264,1,0
2020-03-11,Denmark,6,444,1,0
2020-03-12,Denmark,6,617,1,0
2020-03-13,Denmark,6,804,1,0
2020-03-14,Denmark,6,836,1,1
2020-03-15,Denmark,6,875,1,2
2020-03-16,Denmark,6,933,1,3
2020-03-17,Denmark,6,1025,1,4
2020-03-18,Denmark,6,1116,1,4
2020-03-19,Denmark,6,1225,1,6
2020-03-20,Denmark,6,1337,1,9
2020-03-21,Denmark,6,1420,1,13
2020-03-22,Denmark,6,1514,1,13
2020-03-23,Denmark,6,1572,1,24
2020-03-24,Denmark,6,1718,36,32
2020-03-25,Denmark,6,1862,41,34
2020-03-26,Denmark,6,2023,50,41
2020-03-27,Denmark,6,2200,57,52
2020-03-28,Denmark,6,2366,57,65
2020-03-29,Denmark,6,2564,73,72
2020-03-30,Denmark,6,2755,73,77
2020-03-31,Denmark,6,3039,77,90
2020-04-01,Denmark,6,3290,971,104
2020-04-02,Denmark,6,3573,1172,123
2020-04-03,Denmark,6,3946,1287,139
2020-01-22,Diamond Princess,,0,0,0
2020-01-23,Diamond Princess,,0,0,0
2020-01-24,Diamond Princess,,0,0,0
2020-01-25,Diamond Princess,,0,0,0
2020-01-26,Diamond Princess,,0,0,0
2020-01-27,Diamond Princess,,0,0,0
2020-01-28,Diamond Princess,,0,0,0
2020-01-29,Diamond Princess,,0,0,0
2020-01-30,Diamond Princess,,0,0,0
2020-01-31,Diamond Princess,,0,0,0
2020-02-01,Diamond Princess,,0,0,0
2020-02-02,Diamond Princess,,0,0,0
2020-02-03,Diamond Princess,,0,0,0
2020-02-04,Diamond Princess,,0,0,0
2020-02-05,Diamond Princess,,0,0,0
2020-02-06,Diamond Princess,,0,0,0
2020-02-07,Diamond Princess,,61,0,0
2020-02-08,Diamond Princess,,61,0,0
2020-02-09,Diamond Princess,,64,0,0
2020-02-10,Diamond Princess,,135,0,0
2020-02-11,Diamond Princess,,135,0,0
2020-02-12,Diamond Princess,,175,0,0
2020-02-13,Diamond Princess,,175,0,0
2020-02-14,Diamond Princess,,218,0,0
2020-02-15,Diamond Princess,,285,0,0
2020-02-16,Diamond Princess,,355,0,0
2020-02-17,Diamond Princess,,454,0,0
2020-02-18,Diamond Princess,,542,0,0
2020-02-19,Diamond Princess,,621,1,0
2020-02-20,Diamond Princess,,634,1,2
2020-02-21,Diamond Princess,,634,1,2
2020-02-22,Diamond Princess,,634,1,2
2020-02-23,Diamond Princess,,691,0,3
2020-02-24,Diamond Princess,,691,0,3
2020-02-25,Diamond Princess,,691,0,3
2020-02-26,Diamond Princess,,705,10,4
2020-02-27,Diamond Princess,,705,10,4
2020-02-28,Diamond Princess,,705,10,6
2020-02-29,Diamond Princess,,705,10,6
2020-03-01,Diamond Princess,,705,10,6
2020-03-02,Diamond Princess,,705,10,6
2020-03-03,Diamond Princess,,706,10,6
2020-03-04,Diamond Princess,,706,10,6
2020-03-05,Diamond Princess,,706,10,6
2020-03-06,Diamond Princess,,706,40,6
2020-03-07,Diamond Princess,,706,40,6
2020-03-08,Diamond Princess,,706,40,6
2020-03-09,Diamond Princess,,706,40,6
2020-03-10,Diamond Princess,,706,40,6
2020-03-11,Diamond Princess,,706,325,7
2020-03-12,Diamond Princess,,706,325,7
2020-03-13,Diamond Princess,,706,325,7
2020-03-14,Diamond Princess,,706,325,7
2020-03-15,Diamond Princess,,706,325,7
2020-03-16,Diamond Princess,,706,325,7
2020-03-17,Diamond Princess,,706,325,7
2020-03-18,Diamond Princess,,712,325,7
2020-03-19,Diamond Princess,,712,325,7
2020-03-20,Diamond Princess,,712,325,7
2020-03-21,Diamond Princess,,712,325,8
2020-03-22,Diamond Princess,,712,325,8
2020-03-23,Diamond Princess,,712,325,8
2020-03-24,Diamond Princess,,712,325,10
2020-03-25,Diamond Princess,,712,587,10
2020-03-26,Diamond Princess,,712,597,10
2020-03-27,Diamond Princess,,712,597,10
2020-03-28,Diamond Princess,,712,597,10
2020-03-29,Diamond Princess,,712,603,10
2020-03-30,Diamond Princess,,712,603,10
2020-03-31,Diamond Princess,,712,603,10
2020-04-01,Diamond Princess,,712,603,11
2020-04-02,Diamond Princess,,712,619,11
2020-04-03,Diamond Princess,,712,619,11
2020-01-22,Djibouti,3,0,0,0
2020-01-23,Djibouti,3,0,0,0
2020-01-24,Djibouti,3,0,0,0
2020-01-25,Djibouti,3,0,0,0
2020-01-26,Djibouti,3,0,0,0
2020-01-27,Djibouti,3,0,0,0
2020-01-28,Djibouti,3,0,0,0
2020-01-29,Djibouti,3,0,0,0
2020-01-30,Djibouti,3,0,0,0
2020-01-31,Djibouti,3,0,0,0
2020-02-01,Djibouti,3,0,0,0
2020-02-02,Djibouti,3,0,0,0
2020-02-03,Djibouti,3,0,0,0
2020-02-04,Djibouti,3,0,0,0
2020-02-05,Djibouti,3,0,0,0
2020-02-06,Djibouti,3,0,0,0
2020-02-07,Djibouti,3,0,0,0
2020-02-08,Djibouti,3,0,0,0
2020-02-09,Djibouti,3,0,0,0
2020-02-10,Djibouti,3,0,0,0
2020-02-11,Djibouti,3,0,0,0
2020-02-12,Djibouti,3,0,0,0
2020-02-13,Djibouti,3,0,0,0
2020-02-14,Djibouti,3,0,0,0
2020-02-15,Djibouti,3,0,0,0
2020-02-16,Djibouti,3,0,0,0
2020-02-17,Djibouti,3,0,0,0
2020-02-18,Djibouti,3,0,0,0
2020-02-19,Djibouti,3,0,0,0
2020-02-20,Djibouti,3,0,0,0
2020-02-21,Djibouti,3,0,0,0
2020-02-22,Djibouti,3,0,0,0
2020-02-23,Djibouti,3,0,0,0
2020-02-24,Djibouti,3,0,0,0
2020-02-25,Djibouti,3,0,0,0
2020-02-26,Djibouti,3,0,0,0
2020-02-27,Djibouti,3,0,0,0
2020-02-28,Djibouti,3,0,0,0
2020-02-29,Djibouti,3,0,0,0
2020-03-01,Djibouti,3,0,0,0
2020-03-02,Djibouti,3,0,0,0
2020-03-03,Djibouti,3,0,0,0
2020-03-04,Djibouti,3,0,0,0
2020-03-05,Djibouti,3,0,0,0
2020-03-06,Djibouti,3,0,0,0
2020-03-07,Djibouti,3,0,0,0
2020-03-08,Djibouti,3,0,0,0
2020-03-09,Djibouti,3,0,0,0
2020-03-10,Djibouti,3,0,0,0
2020-03-11,Djibouti,3,0,0,0
2020-03-12,Djibouti,3,0,0,0
2020-03-13,Djibouti,3,0,0,0
2020-03-14,Djibouti,3,0,0,0
2020-03-15,Djibouti,3,0,0,0
2020-03-16,Djibouti,3,0,0,0
2020-03-17,Djibouti,3,0,0,0
2020-03-18,Djibouti,3,1,0,0
2020-03-19,Djibouti,3,1,0,0
2020-03-20,Djibouti,3,1,0,0
2020-03-21,Djibouti,3,1,0,0
2020-03-22,Djibouti,3,1,0,0
2020-03-23,Djibouti,3,3,0,0
2020-03-24,Djibouti,3,3,0,0
2020-03-25,Djibouti,3,11,0,0
2020-03-26,Djibouti,3,11,0,0
2020-03-27,Djibouti,3,12,0,0
2020-03-28,Djibouti,3,14,0,0
2020-03-29,Djibouti,3,18,0,0
2020-03-30,Djibouti,3,18,0,0
2020-03-31,Djibouti,3,30,0,0
2020-04-01,Djibouti,3,33,0,0
2020-04-02,Djibouti,3,40,0,0
2020-04-03,Djibouti,3,49,8,0
2020-01-22,Dominica,5,0,0,0
2020-01-23,Dominica,5,0,0,0
2020-01-24,Dominica,5,0,0,0
2020-01-25,Dominica,5,0,0,0
2020-01-26,Dominica,5,0,0,0
2020-01-27,Dominica,5,0,0,0
2020-01-28,Dominica,5,0,0,0
2020-01-29,Dominica,5,0,0,0
2020-01-30,Dominica,5,0,0,0
2020-01-31,Dominica,5,0,0,0
2020-02-01,Dominica,5,0,0,0
2020-02-02,Dominica,5,0,0,0
2020-02-03,Dominica,5,0,0,0
2020-02-04,Dominica,5,0,0,0
2020-02-05,Dominica,5,0,0,0
2020-02-06,Dominica,5,0,0,0
2020-02-07,Dominica,5,0,0,0
2020-02-08,Dominica,5,0,0,0
2020-02-09,Dominica,5,0,0,0
2020-02-10,Dominica,5,0,0,0
2020-02-11,Dominica,5,0,0,0
2020-02-12,Dominica,5,0,0,0
2020-02-13,Dominica,5,0,0,0
2020-02-14,Dominica,5,0,0,0
2020-02-15,Dominica,5,0,0,0
2020-02-16,Dominica,5,0,0,0
2020-02-17,Dominica,5,0,0,0
2020-02-18,Dominica,5,0,0,0
2020-02-19,Dominica,5,0,0,0
2020-02-20,Dominica,5,0,0,0
2020-02-21,Dominica,5,0,0,0
2020-02-22,Dominica,5,0,0,0
2020-02-23,Dominica,5,0,0,0
2020-02-24,Dominica,5,0,0,0
2020-02-25,Dominica,5,0,0,0
2020-02-26,Dominica,5,0,0,0
2020-02-27,Dominica,5,0,0,0
2020-02-28,Dominica,5,0,0,0
2020-02-29,Dominica,5,0,0,0
2020-03-01,Dominica,5,0,0,0
2020-03-02,Dominica,5,0,0,0
2020-03-03,Dominica,5,0,0,0
2020-03-04,Dominica,5,0,0,0
2020-03-05,Dominica,5,0,0,0
2020-03-06,Dominica,5,0,0,0
2020-03-07,Dominica,5,0,0,0
2020-03-08,Dominica,5,0,0,0
2020-03-09,Dominica,5,0,0,0
2020-03-10,Dominica,5,0,0,0
2020-03-11,Dominica,5,0,0,0
2020-03-12,Dominica,5,0,0,0
2020-03-13,Dominica,5,0,0,0
2020-03-14,Dominica,5,0,0,0
2020-03-15,Dominica,5,0,0,0
2020-03-16,Dominica,5,0,0,0
2020-03-17,Dominica,5,0,0,0
2020-03-18,Dominica,5,0,0,0
2020-03-19,Dominica,5,0,0,0
2020-03-20,Dominica,5,0,0,0
2020-03-21,Dominica,5,0,0,0
2020-03-22,Dominica,5,1,0,0
2020-03-23,Dominica,5,2,0,0
2020-03-24,Dominica,5,2,0,0
2020-03-25,Dominica,5,7,0,0
2020-03-26,Dominica,5,11,0,0
2020-03-27,Dominica,5,11,0,0
2020-03-28,Dominica,5,11,0,0
2020-03-29,Dominica,5,11,0,0
2020-03-30,Dominica,5,11,0,0
2020-03-31,Dominica,5,12,0,0
2020-04-01,Dominica,5,12,0,0
2020-04-02,Dominica,5,12,0,0
2020-04-03,Dominica,5,12,0,0
2020-01-22,Dominican Republic (the),5,0,0,0
2020-01-23,Dominican Republic (the),5,0,0,0
2020-01-24,Dominican Republic (the),5,0,0,0
2020-01-25,Dominican Republic (the),5,0,0,0
2020-01-26,Dominican Republic (the),5,0,0,0
2020-01-27,Dominican Republic (the),5,0,0,0
2020-01-28,Dominican Republic (the),5,0,0,0
2020-01-29,Dominican Republic (the),5,0,0,0
2020-01-30,Dominican Republic (the),5,0,0,0
2020-01-31,Dominican Republic (the),5,0,0,0
2020-02-01,Dominican Republic (the),5,0,0,0
2020-02-02,Dominican Republic (the),5,0,0,0
2020-02-03,Dominican Republic (the),5,0,0,0
2020-02-04,Dominican Republic (the),5,0,0,0
2020-02-05,Dominican Republic (the),5,0,0,0
2020-02-06,Dominican Republic (the),5,0,0,0
2020-02-07,Dominican Republic (the),5,0,0,0
2020-02-08,Dominican Republic (the),5,0,0,0
2020-02-09,Dominican Republic (the),5,0,0,0
2020-02-10,Dominican Republic (the),5,0,0,0
2020-02-11,Dominican Republic (the),5,0,0,0
2020-02-12,Dominican Republic (the),5,0,0,0
2020-02-13,Dominican Republic (the),5,0,0,0
2020-02-14,Dominican Republic (the),5,0,0,0
2020-02-15,Dominican Republic (the),5,0,0,0
2020-02-16,Dominican Republic (the),5,0,0,0
2020-02-17,Dominican Republic (the),5,0,0,0
2020-02-18,Dominican Republic (the),5,0,0,0
2020-02-19,Dominican Republic (the),5,0,0,0
2020-02-20,Dominican Republic (the),5,0,0,0
2020-02-21,Dominican Republic (the),5,0,0,0
2020-02-22,Dominican Republic (the),5,0,0,0
2020-02-23,Dominican Republic (the),5,0,0,0
2020-02-24,Dominican Republic (the),5,0,0,0
2020-02-25,Dominican Republic (the),5,0,0,0
2020-02-26,Dominican Republic (the),5,0,0,0
2020-02-27,Dominican Republic (the),5,0,0,0
2020-02-28,Dominican Republic (the),5,0,0,0
2020-02-29,Dominican Republic (the),5,0,0,0
2020-03-01,Dominican Republic (the),5,1,0,0
2020-03-02,Dominican Republic (the),5,1,0,0
2020-03-03,Dominican Republic (the),5,1,0,0
2020-03-04,Dominican Republic (the),5,1,0,0
2020-03-05,Dominican Republic (the),5,1,0,0
2020-03-06,Dominican Republic (the),5,2,0,0
2020-03-07,Dominican Republic (the),5,2,0,0
2020-03-08,Dominican Republic (the),5,5,0,0
2020-03-09,Dominican Republic (the),5,5,0,0
2020-03-10,Dominican Republic (the),5,5,0,0
2020-03-11,Dominican Republic (the),5,5,0,0
2020-03-12,Dominican Republic (the),5,5,0,0
2020-03-13,Dominican Republic (the),5,5,0,0
2020-03-14,Dominican Republic (the),5,11,0,0
2020-03-15,Dominican Republic (the),5,11,0,0
2020-03-16,Dominican Republic (the),5,11,0,0
2020-03-17,Dominican Republic (the),5,21,0,1
2020-03-18,Dominican Republic (the),5,21,0,1
2020-03-19,Dominican Republic (the),5,34,0,2
2020-03-20,Dominican Republic (the),5,72,0,2
2020-03-21,Dominican Republic (the),5,112,0,2
2020-03-22,Dominican Republic (the),5,202,0,3
2020-03-23,Dominican Republic (the),5,245,0,3
2020-03-24,Dominican Republic (the),5,312,3,6
2020-03-25,Dominican Republic (the),5,392,3,10
2020-03-26,Dominican Republic (the),5,488,3,10
2020-03-27,Dominican Republic (the),5,581,3,20
2020-03-28,Dominican Republic (the),5,719,3,28
2020-03-29,Dominican Republic (the),5,859,3,39
2020-03-30,Dominican Republic (the),5,901,4,42
2020-03-31,Dominican Republic (the),5,1109,5,51
2020-04-01,Dominican Republic (the),5,1284,9,57
2020-04-02,Dominican Republic (the),5,1380,16,60
2020-04-03,Dominican Republic (the),5,1488,16,68
2020-01-22,Ecuador,5,0,0,0
2020-01-23,Ecuador,5,0,0,0
2020-01-24,Ecuador,5,0,0,0
2020-01-25,Ecuador,5,0,0,0
2020-01-26,Ecuador,5,0,0,0
2020-01-27,Ecuador,5,0,0,0
2020-01-28,Ecuador,5,0,0,0
2020-01-29,Ecuador,5,0,0,0
2020-01-30,Ecuador,5,0,0,0
2020-01-31,Ecuador,5,0,0,0
2020-02-01,Ecuador,5,0,0,0
2020-02-02,Ecuador,5,0,0,0
2020-02-03,Ecuador,5,0,0,0
2020-02-04,Ecuador,5,0,0,0
2020-02-05,Ecuador,5,0,0,0
2020-02-06,Ecuador,5,0,0,0
2020-02-07,Ecuador,5,0,0,0
2020-02-08,Ecuador,5,0,0,0
2020-02-09,Ecuador,5,0,0,0
2020-02-10,Ecuador,5,0,0,0
2020-02-11,Ecuador,5,0,0,0
2020-02-12,Ecuador,5,0,0,0
2020-02-13,Ecuador,5,0,0,0
2020-02-14,Ecuador,5,0,0,0
2020-02-15,Ecuador,5,0,0,0
2020-02-16,Ecuador,5,0,0,0
2020-02-17,Ecuador,5,0,0,0
2020-02-18,Ecuador,5,0,0,0
2020-02-19,Ecuador,5,0,0,0
2020-02-20,Ecuador,5,0,0,0
2020-02-21,Ecuador,5,0,0,0
2020-02-22,Ecuador,5,0,0,0
2020-02-23,Ecuador,5,0,0,0
2020-02-24,Ecuador,5,0,0,0
2020-02-25,Ecuador,5,0,0,0
2020-02-26,Ecuador,5,0,0,0
2020-02-27,Ecuador,5,0,0,0
2020-02-28,Ecuador,5,0,0,0
2020-02-29,Ecuador,5,0,0,0
2020-03-01,Ecuador,5,6,0,0
2020-03-02,Ecuador,5,6,0,0
2020-03-03,Ecuador,5,7,0,0
2020-03-04,Ecuador,5,10,0,0
2020-03-05,Ecuador,5,13,0,0
2020-03-06,Ecuador,5,13,0,0
2020-03-07,Ecuador,5,13,0,0
2020-03-08,Ecuador,5,14,0,0
2020-03-09,Ecuador,5,15,0,0
2020-03-10,Ecuador,5,15,0,0
2020-03-11,Ecuador,5,17,0,0
2020-03-12,Ecuador,5,17,0,0
2020-03-13,Ecuador,5,17,0,0
2020-03-14,Ecuador,5,28,0,2
2020-03-15,Ecuador,5,28,0,2
2020-03-16,Ecuador,5,37,0,2
2020-03-17,Ecuador,5,58,0,2
2020-03-18,Ecuador,5,111,0,2
2020-03-19,Ecuador,5,199,0,3
2020-03-20,Ecuador,5,367,0,5
2020-03-21,Ecuador,5,506,3,7
2020-03-22,Ecuador,5,789,3,14
2020-03-23,Ecuador,5,981,3,18
2020-03-24,Ecuador,5,1082,3,27
2020-03-25,Ecuador,5,1173,3,28
2020-03-26,Ecuador,5,1403,3,34
2020-03-27,Ecuador,5,1595,3,36
2020-03-28,Ecuador,5,1823,3,48
2020-03-29,Ecuador,5,1924,3,58
2020-03-30,Ecuador,5,1962,3,60
2020-03-31,Ecuador,5,2240,54,75
2020-04-01,Ecuador,5,2748,58,93
2020-04-02,Ecuador,5,3163,65,120
2020-04-03,Ecuador,5,3368,65,145
2020-01-22,Egypt,5,0,0,0
2020-01-23,Egypt,5,0,0,0
2020-01-24,Egypt,5,0,0,0
2020-01-25,Egypt,5,0,0,0
2020-01-26,Egypt,5,0,0,0
2020-01-27,Egypt,5,0,0,0
2020-01-28,Egypt,5,0,0,0
2020-01-29,Egypt,5,0,0,0
2020-01-30,Egypt,5,0,0,0
2020-01-31,Egypt,5,0,0,0
2020-02-01,Egypt,5,0,0,0
2020-02-02,Egypt,5,0,0,0
2020-02-03,Egypt,5,0,0,0
2020-02-04,Egypt,5,0,0,0
2020-02-05,Egypt,5,0,0,0
2020-02-06,Egypt,5,0,0,0
2020-02-07,Egypt,5,0,0,0
2020-02-08,Egypt,5,0,0,0
2020-02-09,Egypt,5,0,0,0
2020-02-10,Egypt,5,0,0,0
2020-02-11,Egypt,5,0,0,0
2020-02-12,Egypt,5,0,0,0
2020-02-13,Egypt,5,0,0,0
2020-02-14,Egypt,5,1,0,0
2020-02-15,Egypt,5,1,0,0
2020-02-16,Egypt,5,1,0,0
2020-02-17,Egypt,5,1,0,0
2020-02-18,Egypt,5,1,0,0
2020-02-19,Egypt,5,1,0,0
2020-02-20,Egypt,5,1,0,0
2020-02-21,Egypt,5,1,0,0
2020-02-22,Egypt,5,1,0,0
2020-02-23,Egypt,5,1,0,0
2020-02-24,Egypt,5,1,0,0
2020-02-25,Egypt,5,1,0,0
2020-02-26,Egypt,5,1,0,0
2020-02-27,Egypt,5,1,0,0
2020-02-28,Egypt,5,1,1,0
2020-02-29,Egypt,5,1,1,0
2020-03-01,Egypt,5,2,1,0
2020-03-02,Egypt,5,2,1,0
2020-03-03,Egypt,5,2,1,0
2020-03-04,Egypt,5,2,1,0
2020-03-05,Egypt,5,3,1,0
2020-03-06,Egypt,5,15,1,0
2020-03-07,Egypt,5,15,1,0
2020-03-08,Egypt,5,49,1,1
2020-03-09,Egypt,5,55,1,1
2020-03-10,Egypt,5,59,1,1
2020-03-11,Egypt,5,60,27,1
2020-03-12,Egypt,5,67,27,1
2020-03-13,Egypt,5,80,27,2
2020-03-14,Egypt,5,109,27,2
2020-03-15,Egypt,5,110,21,2
2020-03-16,Egypt,5,150,27,2
2020-03-17,Egypt,5,196,32,4
2020-03-18,Egypt,5,196,32,6
2020-03-19,Egypt,5,256,32,6
2020-03-20,Egypt,5,285,39,8
2020-03-21,Egypt,5,294,41,10
2020-03-22,Egypt,5,327,56,14
2020-03-23,Egypt,5,366,56,19
2020-03-24,Egypt,5,402,80,20
2020-03-25,Egypt,5,456,95,21
2020-03-26,Egypt,5,495,102,24
2020-03-27,Egypt,5,536,116,30
2020-03-28,Egypt,5,576,121,36
2020-03-29,Egypt,5,609,132,40
2020-03-30,Egypt,5,656,150,41
2020-03-31,Egypt,5,710,157,46
2020-04-01,Egypt,5,779,179,52
2020-04-02,Egypt,5,865,201,58
2020-04-03,Egypt,5,985,216,66
2020-01-22,El Salvador,5,0,0,0
2020-01-23,El Salvador,5,0,0,0
2020-01-24,El Salvador,5,0,0,0
2020-01-25,El Salvador,5,0,0,0
2020-01-26,El Salvador,5,0,0,0
2020-01-27,El Salvador,5,0,0,0
2020-01-28,El Salvador,5,0,0,0
2020-01-29,El Salvador,5,0,0,0
2020-01-30,El Salvador,5,0,0,0
2020-01-31,El Salvador,5,0,0,0
2020-02-01,El Salvador,5,0,0,0
2020-02-02,El Salvador,5,0,0,0
2020-02-03,El Salvador,5,0,0,0
2020-02-04,El Salvador,5,0,0,0
2020-02-05,El Salvador,5,0,0,0
2020-02-06,El Salvador,5,0,0,0
2020-02-07,El Salvador,5,0,0,0
2020-02-08,El Salvador,5,0,0,0
2020-02-09,El Salvador,5,0,0,0
2020-02-10,El Salvador,5,0,0,0
2020-02-11,El Salvador,5,0,0,0
2020-02-12,El Salvador,5,0,0,0
2020-02-13,El Salvador,5,0,0,0
2020-02-14,El Salvador,5,0,0,0
2020-02-15,El Salvador,5,0,0,0
2020-02-16,El Salvador,5,0,0,0
2020-02-17,El Salvador,5,0,0,0
2020-02-18,El Salvador,5,0,0,0
2020-02-19,El Salvador,5,0,0,0
2020-02-20,El Salvador,5,0,0,0
2020-02-21,El Salvador,5,0,0,0
2020-02-22,El Salvador,5,0,0,0
2020-02-23,El Salvador,5,0,0,0
2020-02-24,El Salvador,5,0,0,0
2020-02-25,El Salvador,5,0,0,0
2020-02-26,El Salvador,5,0,0,0
2020-02-27,El Salvador,5,0,0,0
2020-02-28,El Salvador,5,0,0,0
2020-02-29,El Salvador,5,0,0,0
2020-03-01,El Salvador,5,0,0,0
2020-03-02,El Salvador,5,0,0,0
2020-03-03,El Salvador,5,0,0,0
2020-03-04,El Salvador,5,0,0,0
2020-03-05,El Salvador,5,0,0,0
2020-03-06,El Salvador,5,0,0,0
2020-03-07,El Salvador,5,0,0,0
2020-03-08,El Salvador,5,0,0,0
2020-03-09,El Salvador,5,0,0,0
2020-03-10,El Salvador,5,0,0,0
2020-03-11,El Salvador,5,0,0,0
2020-03-12,El Salvador,5,0,0,0
2020-03-13,El Salvador,5,0,0,0
2020-03-14,El Salvador,5,0,0,0
2020-03-15,El Salvador,5,0,0,0
2020-03-16,El Salvador,5,0,0,0
2020-03-17,El Salvador,5,0,0,0
2020-03-18,El Salvador,5,0,0,0
2020-03-19,El Salvador,5,1,0,0
2020-03-20,El Salvador,5,1,0,0
2020-03-21,El Salvador,5,3,0,0
2020-03-22,El Salvador,5,3,0,0
2020-03-23,El Salvador,5,3,0,0
2020-03-24,El Salvador,5,5,0,0
2020-03-25,El Salvador,5,9,0,0
2020-03-26,El Salvador,5,13,0,0
2020-03-27,El Salvador,5,13,0,0
2020-03-28,El Salvador,5,19,0,0
2020-03-29,El Salvador,5,24,0,0
2020-03-30,El Salvador,5,30,0,0
2020-03-31,El Salvador,5,32,0,1
2020-04-01,El Salvador,5,32,0,1
2020-04-02,El Salvador,5,41,0,2
2020-04-03,El Salvador,5,46,0,2
2020-01-22,Equatorial Guinea,3,0,0,0
2020-01-23,Equatorial Guinea,3,0,0,0
2020-01-24,Equatorial Guinea,3,0,0,0
2020-01-25,Equatorial Guinea,3,0,0,0
2020-01-26,Equatorial Guinea,3,0,0,0
2020-01-27,Equatorial Guinea,3,0,0,0
2020-01-28,Equatorial Guinea,3,0,0,0
2020-01-29,Equatorial Guinea,3,0,0,0
2020-01-30,Equatorial Guinea,3,0,0,0
2020-01-31,Equatorial Guinea,3,0,0,0
2020-02-01,Equatorial Guinea,3,0,0,0
2020-02-02,Equatorial Guinea,3,0,0,0
2020-02-03,Equatorial Guinea,3,0,0,0
2020-02-04,Equatorial Guinea,3,0,0,0
2020-02-05,Equatorial Guinea,3,0,0,0
2020-02-06,Equatorial Guinea,3,0,0,0
2020-02-07,Equatorial Guinea,3,0,0,0
2020-02-08,Equatorial Guinea,3,0,0,0
2020-02-09,Equatorial Guinea,3,0,0,0
2020-02-10,Equatorial Guinea,3,0,0,0
2020-02-11,Equatorial Guinea,3,0,0,0
2020-02-12,Equatorial Guinea,3,0,0,0
2020-02-13,Equatorial Guinea,3,0,0,0
2020-02-14,Equatorial Guinea,3,0,0,0
2020-02-15,Equatorial Guinea,3,0,0,0
2020-02-16,Equatorial Guinea,3,0,0,0
2020-02-17,Equatorial Guinea,3,0,0,0
2020-02-18,Equatorial Guinea,3,0,0,0
2020-02-19,Equatorial Guinea,3,0,0,0
2020-02-20,Equatorial Guinea,3,0,0,0
2020-02-21,Equatorial Guinea,3,0,0,0
2020-02-22,Equatorial Guinea,3,0,0,0
2020-02-23,Equatorial Guinea,3,0,0,0
2020-02-24,Equatorial Guinea,3,0,0,0
2020-02-25,Equatorial Guinea,3,0,0,0
2020-02-26,Equatorial Guinea,3,0,0,0
2020-02-27,Equatorial Guinea,3,0,0,0
2020-02-28,Equatorial Guinea,3,0,0,0
2020-02-29,Equatorial Guinea,3,0,0,0
2020-03-01,Equatorial Guinea,3,0,0,0
2020-03-02,Equatorial Guinea,3,0,0,0
2020-03-03,Equatorial Guinea,3,0,0,0
2020-03-04,Equatorial Guinea,3,0,0,0
2020-03-05,Equatorial Guinea,3,0,0,0
2020-03-06,Equatorial Guinea,3,0,0,0
2020-03-07,Equatorial Guinea,3,0,0,0
